term,overlap,set_size,query_size,p,genes,FDR,fold,direction,library
Influenza A,6,111,264,0.032341610882703827,CASP8;IL18;IRF7;RSAD2;STAT1;TICAM1,0.28263755597493345,2.517199017199017,Up,KEGG
Platelet activation,5,84,264,0.03442297730521742,F2R;GUCY1B1;MYL12A;PLA2G4C;TBXAS1,0.2882924349311959,2.7719155844155843,Up,KEGG
Hepatitis C,6,118,264,0.0416766103206139,CASP8;IFIT1;IRF7;RSAD2;STAT1;TICAM1,0.3092996048435044,2.367873651771957,Up,KEGG
Cell adhesion molecules,4,61,264,0.04181642364740499,HLA-A;L1CAM;NFASC;SDC3,0.3092996048435044,3.0536512667660207,Up,KEGG
"Growth hormone synthesis, secretion and action",5,89,264,0.04252007575744928,CREB3L1;IGFBP3;JUNB;MAP2K3;STAT1,0.3092996048435044,2.6161899897854957,Up,KEGG
Lipid and atherosclerosis,7,151,264,0.04431933596955549,ABCG1;CASP8;IL18;IRF7;MAP2K3;NFATC1;TICAM1,0.3092996048435044,2.158789885611078,Up,KEGG
cAMP signaling pathway,6,120,264,0.044625316121699635,CREB3L1;F2R;NFATC1;PDE10A;PDE4A;PTCH1,0.3092996048435044,2.328409090909091,Up,KEGG
Retinol metabolism,2,18,264,0.05607629908916684,ALDH1A3;DGAT1,0.3635940064722757,5.174242424242424,Up,KEGG
Hippo signaling pathway,6,128,264,0.057701673013012766,AREG;BBC3;BMP7;ID1;RASSF2;WNT5A,0.3635940064722757,2.1828835227272725,Up,KEGG
PD-L1 expression and PD-1 checkpoint pathway in cancer,4,69,264,0.06080397002469373,MAP2K3;NFATC1;STAT1;TICAM1,0.3635940064722757,2.699604743083004,Up,KEGG
Glycosaminoglycan biosynthesis,3,42,264,0.060877624190162086,CHPF;CHPF2;CHST1,0.3635940064722757,3.3262987012987013,Up,KEGG
Human immunodeficiency virus 1 infection,7,163,264,0.06194092876327746,B2M;CASP8;GNG12;GNG4;HLA-A;MAP2K3;NFATC1,0.3635940064722757,1.999860568878974,Up,KEGG
Measles,5,100,264,0.06406528484802534,BBC3;CASP8;IRF7;STAT1;TNFAIP3,0.3635940064722757,2.328409090909091,Up,KEGG
cGMP-PKG signaling pathway,5,101,264,0.06627943997823946,BDKRB2;CREB3L1;GUCY1B1;KCNMA1;NFATC1,0.3635940064722757,2.3053555355535553,Up,KEGG
Human cytomegalovirus infection,7,166,264,0.06693023999738408,B2M;CASP8;CREB3L1;GNG12;GNG4;HLA-A;NFATC1,0.3635940064722757,1.9637185104052575,Up,KEGG
Signaling pathways regulating pluripotency of stem cells,5,103,264,0.0708346266338692,ID1;ID3;KLF4;LIF;WNT5A,0.3746778935107292,2.260591350397176,Up,KEGG
RIG-I-like receptor signaling pathway,3,46,264,0.0757089173081302,CASP8;IRF7;ISG15,0.3901921122803634,3.0370553359683794,Up,KEGG
Vascular smooth muscle contraction,4,76,264,0.0805682901661657,GUCY1B1;KCNMA1;PLA2G4C;RAMP1,0.40485565808498264,2.4509569377990434,Up,KEGG
C-type lectin receptor signaling pathway,4,79,264,0.08990069041464922,CASP8;IRF1;NFATC1;STAT1,0.4298848568075649,2.3578826237054087,Up,KEGG
Yersinia infection,5,111,264,0.0907230135191366,IL18;ITGA5;MAP2K3;NFATC1;TICAM1,0.4298848568075649,2.097665847665848,Up,KEGG
Pertussis,3,50,264,0.09196541712798653,IRF1;ITGA5;TICAM1,0.4298848568075649,2.7940909090909094,Up,KEGG
ECM-receptor interaction,3,51,264,0.09623829066804727,ITGA5;LAMA3;LAMB1,0.4396340096426705,2.7393048128342246,Up,KEGG
Viral carcinogenesis,6,148,264,0.09944650292234777,CASP8;CREB3L1;HLA-A;IRF7;SP100;TRAF1,0.44419437971982006,1.887899262899263,Up,KEGG
Transcriptional misregulation in cancer,5,117,264,0.10733762835574347,BAIAP3;CDK14;IGFBP3;PLAT;TRAF1,0.4690187673805312,1.99009324009324,Up,KEGG
JAK-STAT signaling pathway,4,86,264,0.11356584424714745,IL4R;LIF;OSMR;STAT1,0.47572277728519846,2.1659619450317127,Up,KEGG
Th1 and Th2 cell differentiation,3,55,264,0.1141055955710227,IL4R;NFATC1;STAT1,0.47572277728519846,2.540082644628099,Up,KEGG
Amoebiasis,3,56,264,0.11875620646427715,LAMA3;LAMB1;SERPINB6,0.47572277728519846,2.494724025974026,Up,KEGG
Serotonergic synapse,3,56,264,0.11875620646427715,GNG12;GNG4;PLA2G4C,0.47572277728519846,2.494724025974026,Up,KEGG
Arachidonic acid metabolism,2,28,264,0.12070577931116976,PLA2G4C;TBXAS1,0.47572277728519846,3.3262987012987013,Up,KEGG
Dopaminergic synapse,4,89,264,0.12447004900521662,CREB3L1;GNG12;GNG4;KIF5C,0.48112461250093347,2.0929519918283965,Up,KEGG
Hematopoietic cell lineage,2,29,264,0.12789131550206048,IL4R;ITGA5,0.4850217814323426,3.2115987460815045,Up,KEGG
Purine metabolism,4,91,264,0.13197732618586439,GUCY1B1;NME3;PDE10A;PDE4A,0.4912489363584952,2.046953046953047,Up,KEGG
Circadian entrainment,3,60,264,0.13803165407977805,GNG12;GNG4;GUCY1B1,0.5044429540006434,2.328409090909091,Up,KEGG
IL-17 signaling pathway,3,61,264,0.1430083039297284,CASP8;S100A9;TNFAIP3,0.5132976623192037,2.2902384500745154,Up,KEGG
Viral myocarditis,2,33,264,0.1575366774803467,CASP8;HLA-A,0.55552407322017,2.822314049586777,Up,KEGG
NF-kappa B signaling pathway,3,66,264,0.1687335198612827,TICAM1;TNFAIP3;TRAF1,0.5707805297757276,2.1167355371900825,Up,KEGG
Cytosolic DNA-sensing pathway,2,35,264,0.17280333630369119,IL18;IRF7,0.5707805297757276,2.6610389610389613,Up,KEGG
Natural killer cell mediated cytotoxicity,3,67,264,0.17403237317353937,HLA-A;NFATC1;RAET1L,0.5707805297757276,2.085142469470828,Up,KEGG
Cholinergic synapse,3,68,264,0.17937767741850663,CREB3L1;GNG12;GNG4,0.5707805297757276,2.0544786096256686,Up,KEGG
Inflammatory mediator regulation of TRP channels,3,68,264,0.17937767741850663,BDKRB2;MAP2K3;PLA2G4C,0.5707805297757276,2.0544786096256686,Up,KEGG
Salmonella infection,7,216,264,0.1834279555245495,CASP4;CASP8;IL18;KIF5C;MAP2K3;MYL12A;TUBB3,0.5707805297757276,1.5091540404040404,Up,KEGG
MAPK signaling pathway,7,216,264,0.1834279555245495,AREG;GNG12;MAP2K3;MAPK8IP2;MKNK2;NFATC1;PLA2G4C,0.5707805297757276,1.5091540404040404,Up,KEGG
Th17 cell differentiation,3,69,264,0.18476739139095255,IL4R;NFATC1;STAT1,0.5707805297757276,2.024703557312253,Up,KEGG
Vasopressin-regulated water reabsorption,2,37,264,0.18829744919694238,ARHGDIG;CREB3L1,0.5707805297757276,2.5171990171990175,Up,KEGG
Autoimmune thyroid disease,1,10,264,0.19519756424935908,HLA-A,0.5707805297757276,4.656818181818182,Up,KEGG
Linoleic acid metabolism,1,10,264,0.19519756424935908,PLA2G4C,0.5707805297757276,4.656818181818182,Up,KEGG
Chagas disease,3,72,264,0.2011828103387624,BDKRB2;CASP8;TICAM1,0.5707805297757276,1.9403409090909092,Up,KEGG
Long-term depression,2,40,264,0.211864021042317,GUCY1B1;PLA2G4C,0.5707805297757276,2.328409090909091,Up,KEGG
Glycerolipid metabolism,2,40,264,0.211864021042317,DGAT1;LPIN2,0.5707805297757276,2.328409090909091,Up,KEGG
Protein digestion and absorption,2,40,264,0.211864021042317,COL5A1;SLC1A1,0.5707805297757276,2.328409090909091,Up,KEGG
Neuroactive ligand-receptor interaction,3,74,264,0.2123117783349968,BDKRB2;F2R;OPRL1,0.5707805297757276,1.887899262899263,Up,KEGG
alpha-Linolenic acid metabolism,1,11,264,0.21249387188841543,PLA2G4C,0.5707805297757276,4.233471074380166,Up,KEGG
Renin secretion,2,41,264,0.21978496862863528,GUCY1B1;KCNMA1,0.5707805297757276,2.271618625277162,Up,KEGG
Pancreatic secretion,2,42,264,0.2277303358505589,KCNMA1;SLC4A2,0.5707805297757276,2.2175324675324677,Up,KEGG
Antigen processing and presentation,2,42,264,0.2277303358505589,B2M;HLA-A,0.5707805297757276,2.2175324675324677,Up,KEGG
Alcoholism,3,77,264,0.229244402960961,CREB3L1;GNG12;GNG4,0.5707805297757276,1.814344746162928,Up,KEGG
Fc gamma R-mediated phagocytosis,3,78,264,0.2349448148387219,BIN1;MARCKS;PLA2G4C,0.5707805297757276,1.791083916083916,Up,KEGG
Small cell lung cancer,3,78,264,0.2349448148387219,LAMA3;LAMB1;TRAF1,0.5707805297757276,1.791083916083916,Up,KEGG
"Parathyroid hormone synthesis, secretion and action",3,78,264,0.2349448148387219,CREB3L1;PDE4A;PTHLH,0.5707805297757276,1.791083916083916,Up,KEGG
Legionellosis,2,43,264,0.2356954426437084,CASP8;IL18,0.5707805297757276,2.1659619450317127,Up,KEGG
Basal cell carcinoma,2,43,264,0.2356954426437084,PTCH1;WNT5A,0.5707805297757276,2.1659619450317127,Up,KEGG
Pathogenic Escherichia coli infection,5,156,264,0.24444107260251982,CASP4;CASP8;F2R;IL18;TUBB3,0.584912566584601,1.49256993006993,Up,KEGG
Insulin secretion,2,45,264,0.2516670902433368,CREB3L1;KCNMA1,0.5881986644059383,2.06969696969697,Up,KEGG
GABAergic synapse,2,45,264,0.2516670902433368,GNG12;GNG4,0.5881986644059383,2.06969696969697,Up,KEGG
Apoptosis,4,120,264,0.25748383996183877,BBC3;CASP8;PARP4;TRAF1,0.5948764578428689,1.5522727272727272,Up,KEGG
Regulation of actin cytoskeleton,5,161,264,0.2646893491453581,BDKRB2;F2R;GNG12;ITGA5;MYL12A,0.6045044105074067,1.4462168266516093,Up,KEGG
Pyrimidine metabolism,2,47,264,0.2676661320157174,CMPK2;NME3,0.6045044105074067,1.981624758220503,Up,KEGG
Fc epsilon RI signaling pathway,2,48,264,0.2756661234752914,MAP2K3;PLA2G4C,0.6156543424281508,1.9403409090909092,Up,KEGG
Osteoclast differentiation,3,88,264,0.2930339011632228,JUNB;NFATC1;STAT1,0.6413992242069897,1.5875516528925622,Up,KEGG
Fat digestion and absorption,1,16,264,0.293575764313647,DGAT1,0.6413992242069897,2.9105113636363633,Up,KEGG
Notch signaling pathway,2,51,264,0.2996248079298776,DTX3L;LFNG,0.647576197783929,1.8262032085561497,Up,KEGG
mTOR signaling pathway,4,131,264,0.31025635277728186,DDIT4;LPIN2;ULK1;WNT5A,0.6570654717606066,1.4219292158223458,Up,KEGG
Ubiquitin mediated proteolysis,4,132,264,0.3151170846860515,STUB1;UBE2E2;UBE2F;UBE2H,0.6570654717606066,1.4111570247933884,Up,KEGG
B cell receptor signaling pathway,2,53,264,0.31552990914229906,IFITM1;NFATC1,0.6570654717606066,1.7572898799313894,Up,KEGG
Relaxin signaling pathway,3,93,264,0.32248503958640934,CREB3L1;GNG12;GNG4,0.6570654717606066,1.502199413489736,Up,KEGG
Malaria,1,18,264,0.323629262210448,IL18,0.6570654717606066,2.587121212121212,Up,KEGG
Viral protein interaction with cytokine and cytokine receptor,1,18,264,0.323629262210448,IL18,0.6570654717606066,2.587121212121212,Up,KEGG
Prolactin signaling pathway,2,56,264,0.339226982081779,IRF1;STAT1,0.6818462339843758,1.6631493506493507,Up,KEGG
Herpes simplex virus 1 infection,10,395,264,0.3428009099981106,B2M;CASP8;HLA-A;IRF7;ITGA5;SP100;STAT1;TICAM1;ZNF251;ZNF746,0.681956746284415,1.1789413118527041,Up,KEGG
Apelin signaling pathway,3,97,264,0.34606760259209124,GNG12;GNG4;PLAT,0.681956746284415,1.440253045923149,Up,KEGG
Cellular senescence,4,140,264,0.3541742448819729,HLA-A;IGFBP3;MAP2K3;NFATC1,0.6911555652551122,1.3305194805194807,Up,KEGG
Gap junction,2,59,264,0.3626685107800933,GUCY1B1;TUBB3,0.6987200732056803,1.578582434514638,Up,KEGG
Starch and sucrose metabolism,1,21,264,0.36633778865733263,PYGL,0.6987200732056803,2.2175324675324677,Up,KEGG
Focal adhesion,4,143,264,0.36884567485994557,ITGA5;LAMA3;LAMB1;MYL12A,0.6987200732056803,1.3026064844246663,Up,KEGG
Phagosome,3,102,264,0.3754316811254401,HLA-A;ITGA5;TUBB3,0.6987200732056803,1.3696524064171123,Up,KEGG
Oxytocin signaling pathway,3,102,264,0.3754316811254401,GUCY1B1;NFATC1;PLA2G4C,0.6987200732056803,1.3696524064171123,Up,KEGG
Chemokine signaling pathway,3,105,264,0.39293076319345005,GNG12;GNG4;STAT1,0.7245787468062702,1.3305194805194804,Up,KEGG
Mitophagy,2,65,264,0.4085461622014108,OPTN;ULK1,0.7434683581493657,1.432867132867133,Up,KEGG
"Alanine, aspartate and glutamate metabolism",1,25,264,0.41913182506728064,NAT8L,0.7434683581493657,1.8627272727272728,Up,KEGG
Cholesterol metabolism,1,25,264,0.41913182506728064,OSBPL5,0.7434683581493657,1.8627272727272728,Up,KEGG
Ovarian steroidogenesis,1,26,264,0.43163074088619324,PLA2G4C,0.7434683581493657,1.791083916083916,Up,KEGG
Nicotinate and nicotinamide metabolism,1,26,264,0.43163074088619324,NMNAT2,0.7434683581493657,1.791083916083916,Up,KEGG
"Glycine, serine and threonine metabolism",1,26,264,0.43163074088619324,SARDH,0.7434683581493657,1.791083916083916,Up,KEGG
Ether lipid metabolism,1,26,264,0.43163074088619324,PLA2G4C,0.7434683581493657,1.791083916083916,Up,KEGG
Proteoglycans in cancer,4,157,264,0.4367591268430445,CD63;ITGA5;PTCH1;WNT5A,0.7434683581493657,1.1864504921829764,Up,KEGG
Melanogenesis,2,69,264,0.4382307114136122,CREB3L1;WNT5A,0.7434683581493657,1.349802371541502,Up,KEGG
Huntington disease,6,248,264,0.4421154011558939,BBC3;CASP8;CREB3L1;KIF5C;TUBB3;ULK1,0.7434683581493657,1.126649560117302,Up,KEGG
Staphylococcus aureus infection,1,27,264,0.4438617063578303,CFB,0.7434683581493657,1.7247474747474747,Up,KEGG
Glycerophospholipid metabolism,2,71,264,0.45276788616141356,LPIN2;PLA2G4C,0.7509734963902973,1.3117797695262485,Up,KEGG
Tuberculosis,3,116,264,0.45581475900306606,CASP8;IL18;STAT1,0.7509734963902973,1.2043495297805642,Up,KEGG
ErbB signaling pathway,2,73,264,0.46708915690676306,AREG;BTC,0.7571364559537047,1.2758405977584062,Up,KEGG
GnRH signaling pathway,2,73,264,0.46708915690676306,MAP2K3;PLA2G4C,0.7571364559537047,1.2758405977584062,Up,KEGG
ABC transporters,1,30,264,0.4790035235442389,ABCG1,0.7641246685110478,1.5522727272727272,Up,KEGG
Cocaine addiction,1,30,264,0.4790035235442389,CREB3L1,0.7641246685110478,1.5522727272727272,Up,KEGG
Endocrine and other factor-regulated calcium reabsorption,1,32,264,0.5011933722483825,BDKRB2,0.7736726423754638,1.4552556818181817,Up,KEGG
Bile secretion,1,32,264,0.5011933722483825,SLC4A2,0.7736726423754638,1.4552556818181817,Up,KEGG
AGE-RAGE signaling pathway in diabetic complications,2,79,264,0.5086834070574624,NFATC1;STAT1,0.7736726423754638,1.1789413118527043,Up,KEGG
Glucagon signaling pathway,2,79,264,0.5086834070574624,CREB3L1;PYGL,0.7736726423754638,1.1789413118527043,Up,KEGG
Human T-cell leukemia virus 1 infection,4,173,264,0.5116198173165275,B2M;CREB3L1;HLA-A;NFATC1,0.7736726423754638,1.0767209668943774,Up,KEGG
Ferroptosis,1,33,264,0.511932643959884,STEAP3,0.7736726423754638,1.4111570247933884,Up,KEGG
Base excision repair,1,33,264,0.511932643959884,PARP4,0.7736726423754638,1.4111570247933884,Up,KEGG
Other types of O-glycan biosynthesis,1,35,264,0.5327250340129531,LFNG,0.7910158391365778,1.3305194805194807,Up,KEGG
Colorectal cancer,2,83,264,0.5352146971272367,AREG;BBC3,0.7910158391365778,1.1221248630887186,Up,KEGG
Prostate cancer,2,83,264,0.5352146971272367,CREB3L1;PLAT,0.7910158391365778,1.1221248630887186,Up,KEGG
Endocytosis,5,227,264,0.5403823435006058,BIN1;HLA-A;KIF5C;PSD3;RAB11FIP5,0.7928237302454143,1.0257308770524631,Up,KEGG
Longevity regulating pathway,2,85,264,0.5481083941438187,CREB3L1;ULK1,0.7983317914703446,1.0957219251336898,Up,KEGG
Sphingolipid metabolism,1,39,264,0.5716994181133251,ARSA,0.8108758285971561,1.194055944055944,Up,KEGG
Cortisol synthesis and secretion,1,39,264,0.5716994181133251,CREB3L1,0.8108758285971561,1.194055944055944,Up,KEGG
MicroRNAs in cancer,3,138,264,0.572151284136483,DDIT4;ITGA5;MARCKS,0.8108758285971561,1.0123517786561265,Up,KEGG
Insulin resistance,2,89,264,0.5731386966597185,CREB3L1;PYGL,0.8108758285971561,1.0464759959141983,Up,KEGG
Hedgehog signaling pathway,1,40,264,0.5809259667561716,PTCH1,0.8108758285971561,1.1642045454545455,Up,KEGG
Thyroid hormone synthesis,1,40,264,0.5809259667561716,CREB3L1,0.8108758285971561,1.1642045454545455,Up,KEGG
Retrograde endocannabinoid signaling,2,91,264,0.5852720034699879,GNG12;GNG4,0.8113080875687418,1.0234765234765235,Up,KEGG
Gastric acid secretion,1,41,264,0.5899544917093602,SLC4A2,0.8121976221478179,1.135809312638581,Up,KEGG
Shigellosis,4,194,264,0.6023469955597426,CASP4;IL18;ITGA5;MYL12A,0.8166915250186026,0.9601686972820994,Up,KEGG
Leishmaniasis,1,43,264,0.6074343173270254,STAT1,0.8166915250186026,1.0829809725158563,Up,KEGG
Proteasome,1,43,264,0.6074343173270254,PSMB10,0.8166915250186026,1.0829809725158563,Up,KEGG
Rap1 signaling pathway,3,147,264,0.6151052925404235,F2R;ID1;MAP2K3,0.8166915250186026,0.9503710575139147,Up,KEGG
Ras signaling pathway,3,148,264,0.6196954695661814,GNG12;GNG4;PLA2G4C,0.8166915250186026,0.9439496314496315,Up,KEGG
Vibrio cholerae infection,1,45,264,0.6241716979660028,KDELR3,0.8166915250186026,1.034848484848485,Up,KEGG
Arrhythmogenic right ventricular cardiomyopathy,1,45,264,0.6241716979660028,ITGA5,0.8166915250186026,1.034848484848485,Up,KEGG
AMPK signaling pathway,2,98,264,0.6257238549893771,CREB3L1;ULK1,0.8166915250186026,0.9503710575139146,Up,KEGG
Amphetamine addiction,1,46,264,0.6322718426094012,CREB3L1,0.8196166165322422,1.0123517786561265,Up,KEGG
Phospholipase D signaling pathway,2,100,264,0.6367072594267559,F2R;PLA2G4C,0.8196166165322422,0.9313636363636364,Up,KEGG
VEGF signaling pathway,1,47,264,0.6401980537092637,PLA2G4C,0.8196166165322422,0.9908123791102516,Up,KEGG
Rheumatoid arthritis,1,48,264,0.6479540522248799,IL18,0.8225737654337916,0.9701704545454546,Up,KEGG
Pathways of neurodegeneration,7,361,264,0.6612620054093684,CASP8;KIF5C;MAP2K3;OPTN;TUBB3;ULK1;WNT5A,0.8225737654337916,0.9029841349785949,Up,KEGG
Drug metabolism,1,50,264,0.6629699004988768,NME3,0.8225737654337916,0.9313636363636364,Up,KEGG
Synaptic vesicle cycle,1,50,264,0.6629699004988768,SLC1A1,0.8225737654337916,0.9313636363636364,Up,KEGG
Hypertrophic cardiomyopathy,1,50,264,0.6629699004988768,ITGA5,0.8225737654337916,0.9313636363636364,Up,KEGG
Dilated cardiomyopathy,1,51,264,0.6702368023502572,ITGA5,0.8264883268245502,0.9131016042780749,Up,KEGG
Cushing syndrome,2,108,264,0.6781249852247091,CREB3L1;WNT5A,0.8311165977449178,0.8623737373737373,Up,KEGG
Coronavirus disease,3,163,264,0.684049196428533,CFB;ISG15;STAT1,0.833296293831122,0.8570831009481317,Up,KEGG
Wnt signaling pathway,2,114,264,0.7066082223948831,NFATC1;WNT5A,0.8526638369947818,0.8169856459330144,Up,KEGG
Insulin signaling pathway,2,115,264,0.7111463999417453,MKNK2;PYGL,0.8526638369947818,0.8098814229249013,Up,KEGG
Lysosome,2,116,264,0.7156259024143536,ARSA;CD63,0.8526638369947818,0.8028996865203761,Up,KEGG
Aldosterone synthesis and secretion,1,58,264,0.7169163604582991,CREB3L1,0.8526638369947818,0.8028996865203761,Up,KEGG
Calcium signaling pathway,2,120,264,0.7329656223509138,BDKRB2;F2R,0.8610637015663185,0.7761363636363636,Up,KEGG
Bacterial invasion of epithelial cells,1,61,264,0.7348484673478034,ITGA5,0.8610637015663185,0.7634128166915052,Up,KEGG
Alzheimer disease,5,285,264,0.7368306301960537,CASP8;KIF5C;TUBB3;ULK1;WNT5A,0.8610637015663185,0.8169856459330144,Up,KEGG
Non-small cell lung cancer,1,63,264,0.7461698881332761,KIF5C,0.8669372688716099,0.7391774891774892,Up,KEGG
Inositol phosphate metabolism,1,67,264,0.7673882011862153,PLCH2,0.8777659426272759,0.6950474898236093,Up,KEGG
Amyotrophic lateral sclerosis,5,298,264,0.7712640659900554,KIF5C;MAP2K3;OPTN;TUBB3;ULK1,0.8777659426272759,0.7813453325198292,Up,KEGG
Autophagy,2,130,264,0.7724255572470717,DDIT4;ULK1,0.8777659426272759,0.7164335664335665,Up,KEGG
Tight junction,2,131,264,0.7760790711714681,MICALL2;MYL12A,0.8777659426272759,0.7109646079111729,Up,KEGG
Neutrophil extracellular trap formation,1,69,264,0.7773250636201747,CASP4,0.8777659426272759,0.674901185770751,Up,KEGG
Chemical carcinogenesis,2,135,264,0.79018616992409,CREB3L1;KLF4,0.8788952220149928,0.6898989898989899,Up,KEGG
Pancreatic cancer,1,72,264,0.7914429611179785,STAT1,0.8788952220149928,0.646780303030303,Up,KEGG
T cell receptor signaling pathway,1,72,264,0.7914429611179785,NFATC1,0.8788952220149928,0.646780303030303,Up,KEGG
Leukocyte transendothelial migration,1,73,264,0.7959478750653565,MYL12A,0.8790413345502013,0.6379202988792031,Up,KEGG
Choline metabolism in cancer,1,76,264,0.8088892032939415,PLA2G4C,0.8884520757490834,0.6127392344497609,Up,KEGG
HIF-1 signaling pathway,1,80,264,0.8248810942496306,MKNK2,0.9003346378470874,0.5821022727272728,Up,KEGG
Phosphatidylinositol signaling system,1,81,264,0.8286662089637372,PIP4P2,0.9003346378470874,0.5749158249158249,Up,KEGG
Prion disease,3,211,264,0.8353004861340493,CREB3L1;KIF5C;TUBB3,0.9026634285642147,0.662106850495476,Up,KEGG
Adrenergic signaling in cardiomyocytes,1,88,264,0.8529750813090055,CREB3L1,0.9168341783054016,0.5291838842975207,Up,KEGG
Estrogen signaling pathway,1,94,264,0.8710559362624258,CREB3L1,0.931069943444789,0.4954061895551258,Up,KEGG
Thyroid hormone signaling pathway,1,99,264,0.8844184870916303,STAT1,0.931069943444789,0.4703856749311295,Up,KEGG
Sphingolipid signaling pathway,1,100,264,0.8869206207044069,BDKRB2,0.931069943444789,0.4656818181818182,Up,KEGG
Gastric cancer,1,102,264,0.8917641496017211,WNT5A,0.931069943444789,0.4565508021390374,Up,KEGG
Breast cancer,1,103,264,0.8941078392756997,WNT5A,0.931069943444789,0.45211827007943517,Up,KEGG
Fluid shear stress and atherosclerosis,1,105,264,0.8986446220312889,PLAT,0.931069943444789,0.4435064935064935,Up,KEGG
Neurotrophin signaling pathway,1,105,264,0.8986446220312889,ARHGDIG,0.931069943444789,0.4435064935064935,Up,KEGG
Thermogenesis,2,190,264,0.918020680993635,CREB3L1;MAP2K3,0.9407970382176561,0.4901913875598086,Up,KEGG
Spinocerebellar ataxia,1,116,264,0.9203479777913685,ULK1,0.9407970382176561,0.40144984326018807,Up,KEGG
